id,address,suburb,region,distance_from_cbd_km,property_type,bedrooms,bathrooms,car_spots,land_size_sqm,building_area_sqm,year_built,sale_date,sale_method,price
228,128 Park Cres,South Yarra,Inner,4,Unit/Apartment,4,3,2.0,0,201.0,1922.0,2023-03-03,S,1105000.0
229,169 Albert Rd,Dandenong,South East,30,House,3,3,1.0,714,156.0,1996.0,2023-03-03,S,759000.0
230,134 Grove St,Doncaster,Eastern,15,House,2,2,3.0,331,128.0,2013.0,2023-03-03,S,870000.0
231,133 Ryan Ave,St Kilda,Bayside,6,House,2,1,2.0,721,106.0,2001.0,2023-03-04,S,1545000.0
232,39 Beach Rd,Dandenong,South East,30,House,2,2,1.0,514,111.0,2004.0,2023-03-04,S,560000.0
233,125 Grove St,Melbourne CBD,Inner,1,Townhouse,3,3,0.0,192,140.0,1928.0,2023-03-04,S,858000.0
234,147 Elm Gr,Sandringham,Bayside,15,Townhouse,1,1,2.0,194,101.0,1905.0,2023-03-04,S,840000.0
235,141 Union St,Yarraville,Inner West,8,Townhouse,3,2,2.0,239,136.0,,2023-03-04,S,899000.0
236,78 Cook St,Epping,Outer North,20,House,2,1,1.0,301,148.0,1923.0,2023-03-05,SP,439000.0
237,136 Empire Ave,Epping,Outer North,20,Unit/Apartment,1,1,1.0,0,93.0,2022.0,2023-03-05,VB,257000.0
238,129 Union St,Doncaster,Eastern,15,House,2,2,1.0,497,120.0,1986.0,2023-03-06,SP,1241000.0
239,138 Station Rd,Hawthorn,Inner East,6,Townhouse,3,2,1.0,139,156.0,1925.0,2023-03-06,S,904000.0
240,50 Somerset Cl,Fitzroy,Inner,3,House,2,1,1.0,499,115.0,1969.0,2023-03-06,PI,1072000.0
241,22 Clarke St,Preston,Northern,9,House,3,2,0.0,634,156.0,1943.0,2023-03-06,S,1122000.0
242,153 Station Rd,Ringwood,Outer East,24,Unit/Apartment,2,2,,0,115.0,2023.0,2023-03-07,S,520000.0
243,134 Riverside Dr,Frankston,South East,41,House,3,2,1.0,830,148.0,1945.0,2023-03-07,PI,670000.0
244,42 Grove St,Berwick,Outer South East,42,Unit/Apartment,2,1,0.0,0,127.0,1974.0,2023-03-07,S,295000.0
245,139 Albert Rd,Ringwood,Outer East,24,House,1,1,1.0,868,96.0,1959.0,2023-03-08,S,782000.0
246,136 Station Rd,Preston,Northern,9,Unit/Apartment,2,1,1.0,0,117.0,2013.0,2023-03-08,S,484000.0
247,110 Station Rd,Richmond,Inner,3,House,3,3,0.0,844,162.0,1939.0,2023-03-08,SP,1407000.0
248,192 Station Rd,Box Hill,Eastern,14,Unit/Apartment,1,1,1.0,0,109.0,2007.0,2023-03-08,SP,696000.0
249,13 Beach Rd,Sunshine,Western,13,House,2,1,2.0,679,135.0,1947.0,2023-03-08,VB,563000.0
250,106 High St,Kew,Inner East,6,Townhouse,1,1,0.0,123,120.0,1990.0,2023-03-08,S,926000.0
251,87 Church St,Toorak,Inner East,5,House,2,1,3.0,610,128.0,1959.0,2023-03-09,SP,1974000.0
252,160 Park Cres,Fitzroy,Inner,3,House,3,2,0.0,660,,1975.0,2023-03-09,S,1506000.0
253,67 Riverside Dr,Richmond,Inner,3,Unit/Apartment,1,1,1.0,0,99.0,2009.0,2023-03-09,S,714000.0
254,177 Grove St,St Kilda,Bayside,6,Unit/Apartment,1,1,3.0,0,96.0,1943.0,2023-03-09,S,742000.0
255,120 Beach Rd,Southbank,Inner,2,Unit/Apartment,2,2,1.0,0,128.0,2010.0,2023-03-09,S,640000.0
256,142 Grove St,Box Hill,Eastern,14,Townhouse,2,2,0.0,298,128.0,1983.0,2023-03-09,PI,750000.0
257,44 High St,Richmond,Inner,3,Townhouse,2,2,0.0,226,128.0,1975.0,2023-03-09,PI,1026000.0
258,196 Bridge St,Brunswick,Northern,5,Townhouse,3,3,0.0,153,179.0,1919.0,2023-03-10,S,913000.0
259,10 Riverside Dr,St Kilda,Bayside,6,House,3,2,0.0,725,147.0,1955.0,2023-03-10,S,1184000.0
260,195 Ryan Ave,Coburg,Northern,8,House,3,2,3.0,683,141.0,2008.0,2023-03-10,PI,1373000.0
261,29 Union St,Glen Waverley,Eastern,18,Unit/Apartment,1,1,1.0,0,99.0,1998.0,2023-03-10,S,526000.0
262,145 High St,Sunshine,Western,13,House,1,1,0.0,704,109.0,1946.0,2023-03-10,S,721000.0
263,99 Church St,Carlton,Inner,2,House,3,2,0.0,502,158.0,1934.0,2023-03-11,SP,1251000.0
264,96 Nicholson St,Kew,Inner East,6,House,3,3,1.0,459,153.0,1917.0,2023-03-11,S,1620000.0
265,60 Bridge St,Southbank,Inner,2,House,2,2,3.0,870,120.0,1935.0,2023-03-11,VB,1541000.0
266,15 Victoria Ave,Point Cook,Outer West,24,Unit/Apartment,1,1,0.0,0,86.0,1937.0,2023-03-11,S,410000.0
267,35 Empire Ave,Point Cook,Outer West,24,House,3,2,1.0,838,176.0,2015.0,2023-03-11,PI,919000.0
268,105 Riverside Dr,Kew,Inner East,6,Unit/Apartment,2,1,1.0,0,127.0,1914.0,2023-03-11,VB,767000.0
269,136 Maple Ct,Moonee Ponds,North West,7,Townhouse,4,3,1.0,281,198.0,1923.0,2023-03-11,SA,1036000.0
270,147 Bridge St,Box Hill,Eastern,14,Townhouse,2,2,0.0,253,134.0,2012.0,2023-03-11,PI,599000.0
271,194 High St,Dandenong,South East,30,Townhouse,4,3,0.0,133,196.0,1907.0,2023-03-11,S,407000.0
272,181 High St,Box Hill,Eastern,14,Townhouse,1,1,1.0,283,93.0,2003.0,2023-03-11,S,709000.0
273,21 Bridge St,Box Hill,Eastern,14,House,4,3,3.0,539,202.0,1952.0,2023-03-11,PI,1310000.0
274,110 Church St,Coburg,Northern,8,House,3,3,1.0,688,141.0,1958.0,2023-03-11,PI,1069000.0
275,82 Station Rd,Point Cook,Outer West,24,House,2,1,0.0,392,128.0,1948.0,2023-03-11,PI,585000.0
276,18 Ryan Ave,Moonee Ponds,North West,7,Townhouse,3,3,2.0,289,157.0,1985.0,2023-03-12,S,954000.0
277,86 High St,Yarraville,Inner West,8,House,2,1,1.0,435,139.0,2005.0,2023-03-12,S,935000.0
278,92 Cook St,Epping,Outer North,20,Unit/Apartment,2,2,2.0,0,107.0,1975.0,2023-03-13,S,409000.0
279,125 Park Cres,Dandenong,South East,30,Townhouse,4,2,2.0,248,188.0,2013.0,2023-03-13,SP,516000.0
280,170 Riverside Dr,Epping,Outer North,20,House,3,2,3.0,684,151.0,1959.0,2023-03-13,S,852000.0
281,26 Clarke St,Malvern,Inner East,8,Unit/Apartment,2,1,2.0,0,136.0,2004.0,2023-03-13,S,978000.0
282,126 Cook St,Hawthorn,Inner East,6,House,2,1,0.0,362,114.0,1925.0,2023-03-13,S,1223000.0
283,118 Bridge St,South Yarra,Inner,4,Unit/Apartment,1,1,3.0,0,104.0,2000.0,2023-03-13,SP,723000.0
284,134 Park Cres,Pakenham,Outer South East,55,House,3,2,2.0,805,134.0,1997.0,2023-03-14,S,522000.0
285,68 Beach Rd,Point Cook,Outer West,24,Unit/Apartment,2,1,0.0,0,128.0,1903.0,2023-03-14,S,415000.0
286,14 Bridge St,Reservoir,Northern,12,Unit/Apartment,2,1,1.0,0,147.0,2023.0,2023-03-14,SP,468000.0
287,51 Nicholson St,Melbourne CBD,Inner,1,House,2,1,1.0,408,132.0,1943.0,2023-03-14,SP,1123000.0
288,156 Station Rd,Richmond,Inner,3,House,3,2,1.0,862,163.0,1964.0,2023-03-14,SP,1473000.0
289,116 Bridge St,Doncaster,Eastern,15,Townhouse,2,2,1.0,228,141.0,1958.0,2023-03-14,SA,609000.0
290,163 Nicholson St,Reservoir,Northern,12,House,2,2,3.0,791,116.0,2017.0,2023-03-15,S,835000.0
291,45 Union St,Brunswick,Northern,5,Unit/Apartment,2,2,2.0,0,132.0,1983.0,2023-03-15,S,601000.0
292,87 Elm Gr,Williamstown,Inner West,10,Townhouse,4,4,2.0,247,198.0,2016.0,2023-03-15,SA,1263000.0
293,29 Ryan Ave,Kew,Inner East,6,House,2,1,0.0,846,122.0,1949.0,2023-03-15,S,1669000.0
294,159 Park Cres,Melbourne CBD,Inner,1,Unit/Apartment,2,1,2.0,0,124.0,1945.0,2023-03-15,S,625000.0
295,112 Wellington Pde,Williamstown,Inner West,10,Unit/Apartment,3,2,0.0,0,168.0,2022.0,2023-03-15,S,798000.0
296,4 Elm Gr,Reservoir,Northern,12,House,2,2,3.0,875,137.0,1931.0,2023-03-15,SP,982000.0
297,18 Nicholson St,Camberwell,Inner East,9,Unit/Apartment,2,2,1.0,0,136.0,1989.0,2023-03-15,S,941000.0
298,30 High St,South Yarra,Inner,4,House,2,2,1.0,638,124.0,1951.0,2023-03-16,SP,1322000.0
299,20 Church St,Brunswick,Northern,5,House,3,2,2.0,664,131.0,1900.0,2023-03-16,S,1653000.0
300,70 High St,Toorak,Inner East,5,House,2,2,1.0,840,119.0,2000.0,2023-03-17,PI,1845000.0
301,64 Elm Gr,Southbank,Inner,2,House,2,1,0.0,438,114.0,2005.0,2023-03-17,S,1027000.0
302,79 Grove St,Craigieburn,Outer North,26,Townhouse,4,3,2.0,197,181.0,2014.0,2023-03-17,S,526000.0
303,23 Station Rd,St Kilda,Bayside,6,House,2,1,2.0,898,149.0,1905.0,2023-03-17,S,1542000.0
304,66 Station Rd,South Yarra,Inner,4,Townhouse,3,2,4.0,241,153.0,1923.0,2023-03-17,S,1494000.0
305,88 Beach Rd,Camberwell,Inner East,9,Unit/Apartment,1,1,1.0,0,106.0,1971.0,2023-03-17,SP,938000.0
306,48 High St,Reservoir,Northern,12,House,1,1,1.0,645,96.0,1998.0,2023-03-18,VB,967000.0
307,75 Empire Ave,Ringwood,Outer East,24,Townhouse,3,2,1.0,223,150.0,1965.0,2023-03-18,SP,637000.0
308,86 Victoria Ave,Point Cook,Outer West,24,Townhouse,3,2,0.0,140,167.0,1981.0,2023-03-18,S,431000.0
309,65 Church St,Brighton,Bayside,11,House,3,3,0.0,873,161.0,1955.0,2023-03-18,PI,1753000.0
310,126 Victoria Ave,Ringwood,Outer East,24,House,1,1,1.0,795,124.0,2006.0,2023-03-18,SP,517000.0
311,142 Albert Rd,Preston,Northern,9,House,2,2,0.0,598,116.0,1976.0,2023-03-19,VB,808000.0
312,5 Beach Rd,Richmond,Inner,3,Unit/Apartment,1,1,2.0,0,91.0,2016.0,2023-03-19,SA,743000.0
313,65 Beach Rd,Essendon,North West,9,House,3,2,3.0,760,166.0,2011.0,2023-03-19,SP,1661000.0
314,193 High St,Preston,Northern,9,House,2,2,1.0,651,132.0,1948.0,2023-03-19,SP,801000.0
315,42 Nicholson St,Reservoir,Northern,12,House,3,3,2.0,775,140.0,1957.0,2023-03-20,S,1111000.0
316,90 Station Rd,Malvern,Inner East,8,Unit/Apartment,2,1,3.0,0,132.0,1981.0,2023-03-20,SP,720000.0
317,174 Clarke St,Melbourne CBD,Inner,1,Unit/Apartment,2,1,2.0,0,141.0,1958.0,2023-03-20,S,818000.0
318,113 Clarke St,Carlton,Inner,2,House,3,3,3.0,697,139.0,1996.0,2023-03-20,PI,1794000.0
319,47 Park Cres,Brunswick,Northern,5,Unit/Apartment,1,1,0.0,0,107.0,1993.0,2023-03-21,S,618000.0
320,189 Victoria Ave,South Yarra,Inner,4,House,3,3,1.0,896,158.0,1916.0,2023-03-21,S,1299000.0
321,41 Maple Ct,Malvern,Inner East,8,House,2,1,4.0,724,114.0,1916.0,2023-03-21,VB,1819000.0
322,184 Union St,Toorak,Inner East,5,Unit/Apartment,1,1,1.0,0,98.0,,2023-03-22,SP,902000.0
323,102 Church St,Epping,Outer North,20,House,2,1,1.0,754,155.0,1901.0,2023-03-22,S,717000.0
324,195 Bridge St,Ringwood,Outer East,24,House,3,2,4.0,489,161.0,1962.0,2023-03-23,S,821000.0
325,94 Bridge St,Sunshine,Western,13,House,2,1,2.0,624,108.0,,2023-03-23,PI,707000.0
326,185 Ryan Ave,Kew,Inner East,6,House,3,3,1.0,744,167.0,,2023-03-23,SP,1620000.0
327,126 Grove St,Sandringham,Bayside,15,Townhouse,2,1,1.0,137,125.0,1999.0,2023-03-24,S,701000.0
328,124 Station Rd,Glen Waverley,Eastern,18,House,2,1,1.0,787,130.0,1992.0,2023-03-24,SP,1244000.0
329,96 Empire Ave,Frankston,South East,41,Townhouse,2,1,1.0,143,127.0,2006.0,2023-03-24,SA,454000.0
330,108 Albert Rd,Brunswick,Northern,5,Unit/Apartment,2,2,4.0,0,138.0,1903.0,2023-03-24,SP,700000.0
331,112 Park Cres,Coburg,Northern,8,Unit/Apartment,3,3,0.0,0,153.0,1972.0,2023-03-24,S,614000.0
332,193 Park Cres,Williamstown,Inner West,10,Townhouse,2,1,1.0,276,135.0,1942.0,2023-03-24,SP,609000.0
333,81 Station Rd,Moonee Ponds,North West,7,House,1,1,0.0,460,101.0,1991.0,2023-03-24,S,1297000.0
334,8 Bridge St,Hawthorn,Inner East,6,House,2,1,1.0,333,123.0,2020.0,2023-03-25,S,1039000.0
335,68 Clarke St,Brunswick,Northern,5,Unit/Apartment,1,1,0.0,0,104.0,1904.0,2023-03-25,S,553000.0
336,40 Empire Ave,Brighton,Bayside,11,House,3,2,0.0,354,177.0,1904.0,2023-03-25,S,1745000.0
337,14 Maple Ct,Preston,Northern,9,Unit/Apartment,1,1,1.0,0,105.0,1999.0,2023-03-25,S,482000.0
338,87 Albert Rd,Kew,Inner East,6,Unit/Apartment,1,1,0.0,0,106.0,1988.0,2023-03-25,S,912000.0
339,137 Elm Gr,Southbank,Inner,2,Unit/Apartment,3,3,2.0,0,160.0,1922.0,2023-03-26,S,663000.0
340,132 Bridge St,St Kilda,Bayside,6,House,3,2,1.0,408,146.0,1934.0,2023-03-26,S,1316000.0
341,33 Church St,Malvern,Inner East,8,House,3,2,2.0,800,154.0,1963.0,2023-03-26,PI,1688000.0
342,55 Empire Ave,Camberwell,Inner East,9,Townhouse,3,2,0.0,206,132.0,1979.0,2023-03-26,S,1113000.0
343,56 Nicholson St,Fitzroy,Inner,3,House,2,1,0.0,527,143.0,1967.0,2023-03-26,SP,1198000.0
344,145 Riverside Dr,Berwick,Outer South East,42,House,3,2,2.0,385,167.0,1964.0,2023-03-27,SP,563000.0
345,191 Clarke St,Dandenong,South East,30,Unit/Apartment,3,3,2.0,0,161.0,1967.0,2023-03-27,S,407000.0
346,74 Maple Ct,Dandenong,South East,30,House,2,1,1.0,384,134.0,1973.0,2023-03-27,S,474000.0
347,73 Riverside Dr,Essendon,North West,9,Unit/Apartment,2,2,0.0,0,144.0,1968.0,2023-03-27,S,691000.0
348,36 Cook St,Fitzroy,Inner,3,House,4,3,2.0,311,192.0,1909.0,2023-03-27,SP,1616000.0
349,117 Somerset Cl,Moonee Ponds,North West,7,Unit/Apartment,1,1,0.0,0,111.0,,2023-03-28,VB,633000.0
350,158 Maple Ct,Berwick,Outer South East,42,House,2,1,0.0,483,140.0,1965.0,2023-03-28,S,358000.0
351,43 Empire Ave,Camberwell,Inner East,9,House,1,1,0.0,621,105.0,1904.0,2023-03-28,SP,1283000.0
352,43 High St,Footscray,Inner West,6,House,3,2,0.0,852,135.0,1916.0,2023-03-28,S,1077000.0
353,118 Somerset Cl,Carlton,Inner,2,Unit/Apartment,2,2,2.0,0,124.0,1930.0,2023-03-28,PI,919000.0
354,22 Albert Rd,Sandringham,Bayside,15,House,1,1,1.0,617,90.0,2008.0,2023-03-28,S,1214000.0
355,63 Bridge St,Frankston,South East,41,House,4,4,3.0,463,167.0,1957.0,2023-03-28,S,603000.0
356,20 Ryan Ave,Reservoir,Northern,12,House,2,1,1.0,441,137.0,1976.0,2023-03-28,S,700000.0
357,69 Maple Ct,Frankston,South East,41,Townhouse,4,2,0.0,260,184.0,1927.0,2023-03-29,SP,511000.0
358,107 Grove St,Sunshine,Western,13,House,1,1,1.0,717,116.0,1975.0,2023-03-29,S,825000.0
359,76 Union St,St Kilda,Bayside,6,House,3,2,1.0,746,163.0,2008.0,2023-03-29,SP,1459000.0
360,160 Beach Rd,Fitzroy,Inner,3,House,2,2,0.0,440,135.0,1934.0,2023-03-29,S,998000.0
361,182 Ryan Ave,Kew,Inner East,6,Unit/Apartment,1,1,0.0,0,107.0,1991.0,2023-03-29,PI,795000.0
362,13 Maple Ct,Moonee Ponds,North West,7,Unit/Apartment,2,1,0.0,0,141.0,1999.0,2023-03-29,SP,688000.0
363,149 Station Rd,Footscray,Inner West,6,House,3,3,3.0,647,162.0,1967.0,2023-03-29,SP,1153000.0
364,190 Park Cres,Dandenong,South East,30,House,3,2,1.0,560,133.0,1995.0,2023-03-29,S,564000.0
365,8 Cook St,Toorak,Inner East,5,House,4,4,1.0,757,204.0,1939.0,2023-03-30,S,2471000.0
366,60 Union St,Essendon,North West,9,House,2,2,0.0,525,104.0,1979.0,2023-03-30,S,998000.0
367,163 Cook St,Reservoir,Northern,12,House,2,1,1.0,470,128.0,1980.0,2023-03-30,S,636000.0
368,172 High St,Williamstown,Inner West,10,Unit/Apartment,1,1,0.0,0,108.0,1935.0,2023-03-30,SP,687000.0
369,55 Victoria Ave,Brunswick,Northern,5,House,2,1,2.0,595,144.0,2016.0,2023-03-30,SP,1178000.0
370,154 Riverside Dr,Yarraville,Inner West,8,House,4,4,1.0,882,191.0,1934.0,2023-03-31,SP,1403000.0
371,62 Beach Rd,Williamstown,Inner West,10,House,2,2,2.0,598,132.0,2022.0,2023-03-31,S,1424000.0
372,164 Grove St,Doncaster,Eastern,15,House,3,3,2.0,649,170.0,1910.0,2023-03-31,PI,1193000.0
373,10 Union St,Box Hill,Eastern,14,Unit/Apartment,2,2,3.0,0,132.0,1994.0,2023-03-31,S,703000.0
374,26 Victoria Ave,Carlton,Inner,2,House,4,3,4.0,387,191.0,1999.0,2023-03-31,S,1432000.0
375,88 Park Cres,South Yarra,Inner,4,House,2,2,4.0,628,127.0,1978.0,2023-04-01,S,1239000.0
376,56 Church St,Ringwood,Outer East,24,Unit/Apartment,1,1,2.0,0,94.0,1996.0,2023-04-01,SP,452000.0
377,97 High St,Moonee Ponds,North West,7,House,2,2,4.0,679,133.0,1991.0,2023-04-01,SA,1345000.0
378,64 Grove St,Sunshine,Western,13,House,3,2,1.0,687,168.0,2021.0,2023-04-01,S,958000.0
379,187 Riverside Dr,Pakenham,Outer South East,55,House,2,1,0.0,320,129.0,1933.0,2023-04-01,PI,344000.0
380,76 Grove St,Epping,Outer North,20,House,3,2,1.0,535,127.0,1982.0,2023-04-01,SP,819000.0
381,192 Beach Rd,Coburg,Northern,8,Unit/Apartment,1,1,1.0,0,98.0,2012.0,2023-04-02,PI,591000.0
382,140 Park Cres,Fitzroy,Inner,3,House,3,2,0.0,396,160.0,2005.0,2023-04-02,S,1098000.0
383,74 Nicholson St,Doncaster,Eastern,15,Unit/Apartment,2,1,1.0,0,136.0,1961.0,2023-04-03,S,734000.0
384,98 Somerset Cl,Coburg,Northern,8,House,3,3,1.0,644,191.0,1943.0,2023-04-03,S,1050000.0
385,29 High St,Ringwood,Outer East,24,House,1,1,0.0,510,116.0,1978.0,2023-04-03,SP,672000.0
386,31 Riverside Dr,Williamstown,Inner West,10,Townhouse,2,1,2.0,181,135.0,1987.0,2023-04-03,VB,756000.0
387,56 Cook St,Box Hill,Eastern,14,House,2,2,3.0,797,148.0,1952.0,2023-04-03,S,1134000.0
388,63 High St,Yarraville,Inner West,8,House,3,2,1.0,307,133.0,2007.0,2023-04-03,S,1217000.0
389,17 Station Rd,Richmond,Inner,3,House,2,1,0.0,647,115.0,1978.0,2023-04-04,S,1584000.0
390,22 Maple Ct,Doncaster,Eastern,15,House,3,2,1.0,814,147.0,1968.0,2023-04-04,S,1297000.0
391,197 Beach Rd,Williamstown,Inner West,10,Townhouse,3,2,0.0,128,137.0,1931.0,2023-04-04,PI,809000.0
392,128 Cook St,Sandringham,Bayside,15,Unit/Apartment,2,2,0.0,0,140.0,1954.0,2023-04-04,S,783000.0
393,137 High St,Kew,Inner East,6,Unit/Apartment,2,1,2.0,0,116.0,1980.0,2023-04-05,S,834000.0
394,190 Church St,Epping,Outer North,20,Unit/Apartment,1,1,1.0,0,100.0,1999.0,2023-04-05,S,365000.0
395,191 Union St,Sandringham,Bayside,15,Townhouse,1,1,0.0,228,92.0,1970.0,2023-04-05,SP,937000.0
396,80 Cook St,Point Cook,Outer West,24,House,4,2,1.0,645,177.0,1965.0,2023-04-05,SP,851000.0
397,176 Station Rd,Hawthorn,Inner East,6,Townhouse,3,2,0.0,166,134.0,1959.0,2023-04-05,SP,914000.0
398,27 Clarke St,Glen Waverley,Eastern,18,House,2,2,0.0,525,128.0,1996.0,2023-04-05,S,990000.0
399,195 Beach Rd,Werribee,Outer West,32,House,2,1,1.0,560,114.0,1916.0,2023-04-06,S,405000.0
400,98 Empire Ave,St Kilda,Bayside,6,Unit/Apartment,1,1,2.0,0,111.0,1932.0,2023-04-06,SA,622000.0
401,158 Elm Gr,St Kilda,Bayside,6,Unit/Apartment,2,1,3.0,0,132.0,2015.0,2023-04-06,S,782000.0
402,127 Clarke St,Richmond,Inner,3,Unit/Apartment,1,1,2.0,0,98.0,1974.0,2023-04-06,S,738000.0
403,105 Wellington Pde,Malvern,Inner East,8,House,3,2,2.0,707,147.0,1972.0,2023-04-06,S,1854000.0
404,62 Church St,Frankston,South East,41,House,2,2,3.0,620,132.0,1918.0,2023-04-06,PI,608000.0
405,181 Riverside Dr,Preston,Northern,9,House,3,2,1.0,375,158.0,1915.0,2023-04-06,VB,978000.0
406,14 Grove St,Sunshine,Western,13,House,3,2,0.0,536,163.0,1902.0,2023-04-06,SP,653000.0
407,74 Park Cres,Brunswick,Northern,5,Unit/Apartment,1,1,1.0,0,106.0,1969.0,2023-04-07,S,689000.0
408,103 Beach Rd,Reservoir,Northern,12,House,3,3,2.0,650,163.0,1906.0,2023-04-07,S,1170000.0
409,152 Bridge St,Camberwell,Inner East,9,House,2,1,1.0,422,136.0,1942.0,2023-04-07,S,1388000.0
410,92 High St,Coburg,Northern,8,Townhouse,2,1,0.0,171,108.0,1929.0,2023-04-07,SP,691000.0
411,29 Union St,Richmond,Inner,3,Townhouse,3,2,1.0,210,120.0,2010.0,2023-04-08,S,1186000.0
412,72 Beach Rd,Preston,Northern,9,House,2,2,0.0,372,122.0,1956.0,2023-04-08,S,779000.0
413,153 Nicholson St,Williamstown,Inner West,10,House,1,1,1.0,465,96.0,1902.0,2023-04-08,PI,999000.0
414,98 Riverside Dr,St Kilda,Bayside,6,Townhouse,3,2,1.0,143,178.0,1964.0,2023-04-08,VB,772000.0
415,166 Park Cres,Sunshine,Western,13,Townhouse,1,1,1.0,121,96.0,1920.0,2023-04-08,S,485000.0
416,78 Church St,Preston,Northern,9,House,3,2,1.0,372,135.0,1980.0,2023-04-09,S,846000.0
417,167 Albert Rd,Hawthorn,Inner East,6,Unit/Apartment,1,1,4.0,0,106.0,2013.0,2023-04-09,S,865000.0
418,153 Elm Gr,Ringwood,Outer East,24,House,2,2,0.0,602,138.0,2000.0,2023-04-09,SP,908000.0
419,136 Park Cres,Footscray,Inner West,6,House,3,2,1.0,359,138.0,1907.0,2023-04-10,S,1040000.0
420,43 Park Cres,Kew,Inner East,6,Townhouse,3,2,1.0,120,133.0,1952.0,2023-04-10,S,933000.0
421,129 Union St,Toorak,Inner East,5,Townhouse,3,2,1.0,162,160.0,1979.0,2023-04-10,SP,1191000.0
422,95 Nicholson St,Ringwood,Outer East,24,House,1,1,1.0,712,102.0,1983.0,2023-04-10,S,704000.0
423,122 Ryan Ave,Epping,Outer North,20,House,1,1,0.0,764,96.0,2007.0,2023-04-10,SA,768000.0
424,113 Elm Gr,Brighton,Bayside,11,House,3,3,1.0,771,151.0,1976.0,2023-04-10,S,2015000.0
425,179 Park Cres,Moonee Ponds,North West,7,Townhouse,2,2,2.0,121,153.0,1945.0,2023-04-10,S,838000.0
426,45 Nicholson St,Essendon,North West,9,Unit/Apartment,2,1,0.0,0,135.0,2015.0,2023-04-11,SP,756000.0
427,98 Station Rd,Yarraville,Inner West,8,House,3,3,0.0,336,168.0,1962.0,2023-04-11,S,1034000.0
428,89 Park Cres,Glen Waverley,Eastern,18,Unit/Apartment,2,2,1.0,0,145.0,1980.0,2023-04-11,S,600000.0
429,119 Grove St,Epping,Outer North,20,Townhouse,2,2,1.0,243,146.0,1970.0,2023-04-11,SP,491000.0
430,25 Maple Ct,Frankston,South East,41,Unit/Apartment,2,2,1.0,0,112.0,,2023-04-11,SP,283000.0
431,140 Empire Ave,Brighton,Bayside,11,Townhouse,3,2,2.0,124,182.0,2017.0,2023-04-12,PI,1264000.0
432,114 Maple Ct,Sandringham,Bayside,15,House,3,2,4.0,685,148.0,1932.0,2023-04-12,SP,1339000.0
433,195 Cook St,Toorak,Inner East,5,House,4,3,2.0,627,176.0,1945.0,2023-04-12,S,2743000.0
434,158 Riverside Dr,Epping,Outer North,20,Unit/Apartment,3,2,0.0,0,152.0,1982.0,2023-04-12,S,312000.0
435,110 Wellington Pde,Werribee,Outer West,32,Townhouse,1,1,3.0,188,98.0,2002.0,2023-04-12,S,298000.0
436,173 Riverside Dr,South Yarra,Inner,4,Unit/Apartment,1,1,3.0,0,106.0,1941.0,2023-04-12,S,746000.0
437,120 Nicholson St,Sunshine,Western,13,House,4,4,0.0,584,162.0,1979.0,2023-04-13,S,761000.0
438,59 Albert Rd,Fitzroy,Inner,3,House,1,1,3.0,644,94.0,1940.0,2023-04-13,SP,1388000.0
439,90 Somerset Cl,Southbank,Inner,2,Townhouse,4,3,0.0,192,187.0,2003.0,2023-04-13,S,845000.0
440,130 Elm Gr,Coburg,Northern,8,House,2,1,1.0,767,140.0,1969.0,2023-04-13,S,1042000.0
441,111 Nicholson St,Brunswick,Northern,5,House,4,2,3.0,441,194.0,2015.0,2023-04-14,S,1325000.0
442,125 Clarke St,South Yarra,Inner,4,House,2,1,2.0,464,155.0,1933.0,2023-04-14,S,1229000.0
443,37 Ryan Ave,Werribee,Outer West,32,House,3,2,4.0,724,170.0,1976.0,2023-04-14,S,775000.0
444,124 Somerset Cl,Dandenong,South East,30,Townhouse,2,1,2.0,266,131.0,2014.0,2023-04-14,S,325000.0
445,164 Victoria Ave,Sunshine,Western,13,Unit/Apartment,3,2,1.0,0,184.0,2014.0,2023-04-14,S,520000.0
446,122 Empire Ave,Essendon,North West,9,Unit/Apartment,2,1,1.0,0,148.0,1983.0,2023-04-14,SA,715000.0
447,2 Nicholson St,Reservoir,Northern,12,Unit/Apartment,1,1,2.0,0,107.0,1984.0,2023-04-15,SP,373000.0
448,183 Riverside Dr,Craigieburn,Outer North,26,Townhouse,2,1,0.0,141,116.0,1921.0,2023-04-15,SP,318000.0
449,146 Ryan Ave,Ringwood,Outer East,24,House,2,2,3.0,318,140.0,1948.0,2023-04-15,S,683000.0
450,173 Ryan Ave,Brunswick,Northern,5,Unit/Apartment,1,1,1.0,0,103.0,2021.0,2023-04-16,SP,583000.0
451,188 Union St,Frankston,South East,41,Unit/Apartment,3,2,0.0,0,150.0,1966.0,2023-04-17,SP,348000.0
452,44 Victoria Ave,Richmond,Inner,3,House,2,1,1.0,466,110.0,1979.0,2023-04-17,S,1366000.0
453,151 Park Cres,Werribee,Outer West,32,House,3,2,1.0,695,138.0,1947.0,2023-04-17,S,599000.0
454,137 Maple Ct,Pakenham,Outer South East,55,House,2,1,0.0,495,116.0,1998.0,2023-04-17,SP,347000.0
455,10 High St,Malvern,Inner East,8,House,3,2,3.0,363,148.0,1921.0,2023-04-17,PI,2034000.0
456,73 Empire Ave,South Yarra,Inner,4,Unit/Apartment,2,2,0.0,0,128.0,2016.0,2023-04-18,S,769000.0
